Label,Occupancy
10,Huron Library including Site Improvements Bicycle Rack Bollards Lighting Railings Dumpster Enclosure Paving
31,HydeElk Run Tank Gallons
23,Hydrel Lights on a Halophane system pole total
23,Hydrel lights on custom pole total
31,Hydro Electric Generator Building incl pumps controls valves and piping
31,Hydro Facility
31,Hydro Generators
31,Hydro Power House incl kw kw turbine generators controls remote monitoring system battery packs and pipe gallery incl underground
31,Hydroelectric Plant deductible
31,Hydroplant Equipment Granby Dam
31,Hypochlorite Building
15,I Stat Chemistry Machine
23,I Too Know the Eagle by Rik Sargent
23,I Interchange Project AestheticsLanternsSign
31,I Lift Station incl fiberglass enclosure hp pumps wetwell controls
10,Ice Arena
10,Ice Centre
10,Ice Rink and Concessions incl Site Improvements flagpoles fencing lighting playground equipment scoreboard paving
10,Ice Rink Equipment Rooms
10,Ice Rink Flooring Associated Brine Refrigerant System
10,Ice Rink Railing
10,Ice Rink Skate Shop
23,ID Sign
10,Ida Park Playground
23,IFAS Splitter Box incl gate valves
23,Illinois Augmentation Station
23,ILS Building
10,ILSMBR Controller
10,Imperial Park Kiddie Playground
10,Imperial Park Swing Sets
10,Imperial Park Irrigation
10,Imperial Park Miscellaneous Amenities
23,Improvements to Bridge
23,Improvements to UPRR Underpass
23,In Flow CoverSpriac
23,In Line Hockey Court
10,In Line Rink Skate Park Stanley Park
23,Increase Valuable Papers Limit
8,Increased Business Income Limit All Locations
8,Increased Business IncomeExtra Expense Coverage
8,Increased Sublimit for Business IncomeExtra Expense
31,Independence Pump Station Generator
10,Indian Tree Golf Course clubhouse pro shop restaurant event rooms offices SI incl fencing signage benches paving
10,Indian Tree Golf Course Comfort Station Large Restroom
10,Indian Tree Golf Course Control Stations
10,Indian Tree Golf Course Maintenance Shop incl offices shop storage
10,Indian Tree Golf Course Par Bldg incl restrooms maintenance area
10,Indian Tree Golf Course Shelter House
23,Indiana Pu
10,Indoor Waterslide
23,Infilt Gallery
23,Influent Building
31,Influent Flow Vault incl kw hydro generator hp pumpts flowmeters piping and controls
23,Information Bulletin Board
10,Inground Pool incl Baby Pool
23,Inline BPS
31,InPlant Lift Station
31,Inside COL Lift Station
10,Inside Pool Storage
10,Inspiration Metal Monument Rock Wall Pagodas
23,Intake Building
23,Interceptor Line Miles
23,Interconnect Pipeline including pressure reducing valve vaults
23,Interconnect PRV Vault
31,Interconnect Pump Station
31,Interconnect Pump Station includes kw standby generator hp pumps vault controls and piping SI fencing
31,Intermountain Tank RTU
31,Intermountain Tank MG
6,Inventory Shed
31,Iowa Hill Water Reclamation Facility
39,Iron Fence
23,Iron Fencing
23,Iron Fencing LF
23,Iron Gate Wing Operators
10,Iron Pool Fence
10,Iron Rod Fencing Around Pool
10,Iron Smith Park Picnic Tables
10,Iron Smith Park Trash Cans
39,Iron Rail Privacy Fences Stone Walls
31,Ironbridge Lift Station No
20,Irriagation Controller
32,Irrigation Backflow Preventers various sizes
32,Irrigation Pocket Park
32,Irrigation System Pumps and Control Clocks
32,Irrigation Drip
32,Irrigation Temporary
32,Irrigation Turf Areas
32,Irrigation Backflow Valve
32,Irrigation Clock
32,Irrigation Clock Backflow Preventer
32,Irrigation Clock Backflow Preventor
32,Irrigation Clock and Backflow Preventer
32,Irrigation Control
10,Irrigation Control at Hole Golf
32,Irrigation Controller
32,Irrigation Controller Kipling Villas
10,Irrigation Controller th Ave ParkPool
32,Irrigation Controller Belleview Acres
32,Irrigation Controller Blue Heron Park
32,Irrigation Controller Christensen Meadows Park
32,Irrigation Controller Columbine Hills
10,Irrigation Controller Columbine Park and Pool
32,Irrigation Controller Coronado Park
32,Irrigation Controller Dakota Station Park
32,Irrigation Controller Eagle Meadows Park
32,Irrigation Controller Estates Park
32,Irrigation Controller Governor Grant Park
32,Irrigation Controller Lakehurst Park
32,Irrigation Controller Lilley Gulch Rec Center
32,Irrigation Controller Lilley Pad Park
32,Irrigation Controller Mossbrucker Park
32,Irrigation Controller Powderhorn Park
32,Irrigation Controller Sunrise Creek Park
32,Irrigation Controller Trappers Glen Park
32,Irrigation Controller Valley View Park
32,Irrigation Controller Weaver Hollow
32,Irrigation Controller West Laurel Park
32,Irrigation Controller Westbury Park
32,Irrigation Controller Westfield Park
32,Irrigation Controller Willow Creek Park
32,Irrigation Controller Woodmar Square Park
32,Irrigation Controller Rain Bird IQ
32,Irrigation controller unit and back flow preventors
32,Irrigation Controllers Systems
32,Irrigation Controls Units
36,Irrigation drainage ditch fencing
32,Irrigation Equip Chemical StoragePump
32,Irrigation Headgates
32,Irrigation Lines
32,Irrigation Lines through subdivision
32,Irrigation Lines with backflows meters etc throught out the District
32,Irrigation Pump
32,Irrigation Pump Cosde J Des B Class F
32,Irrigation Pump at Farson River Pass Rd
32,Irrigation Pump at Farson Three Bell Pkwy
32,Irrigation Pump at Farson Garnett
32,Irrigation Pump Building
32,Irrigation Pump Panels
32,Irrigation Pump code J des class B
32,Irrigation Pump House
32,Irrigation Pump Station pipe gallery hp hp and hp pumps wetwell piping and controls SI signage
32,Irrigation Pump Station
32,Irrigation Pump MagmeterVault and metal security fence with gate
32,Irrigation Pumphouse
32,Irrigation Pumps Meters
32,Irrigation Shed with Pump
32,Irrigation Sprinkler Heads
32,Irrigation Sub Meter
32,Irrigation System
32,Irrigation System Controller
32,Irrigation System SF
32,Irrigation System Eagle Clocks
32,Irrigation System Etwater Clocks
32,Irrigation System Backflow Preventer
32,Irrigation System Phase
32,Irrigation System Phase SF
32,Irrigation System POC
32,Irrigation System Tract F
32,Irrigation System sf
32,Irrigation System Including Control Valves
32,Irrigation System WeatherTRAK Smart Controllers with associated hardware and enclosures
10,Irrigation System Hole Golf Course
32,Irrigation System at Berry Park
32,Irrigation System at Maplewood Park
32,Irrigation System at Tibet Park
32,Irrigation System at Yakima Park
32,Irrigation System Components
32,Irrigation system for University Blvd and vacant lot landscaping incl backflow preventer Caged Locked
32,Irrigation system Throught District
32,Irrigation SystemPumpsComputer
32,Irrigation Systems Doggy Stations throughout District
32,Irrigation Taps
32,Irrigation Valves
32,Irrigation Water Plant Facility per schedule on file
32,Irrigation Water Pumps at each
32,Irrigation Weather Station Controllers
23,Island Median
10,Isthmus Park Benches
10,Isthmus Park Large Park Sign
10,Isthmus Park Picnic Tables
10,Isthmus Park Trash Cans
10,Isthmus Park Gazebo
23,IT Building
23,IT Room Equipment
23,JCC Slope Stabilization
23,Jenkins Booster
10,Jetstream Pool bathhouse fixtures playground
31,JGRP Pump HousePump
31,Jimmy Camp Lift Station
10,John Griffin Park Vault Toilet Building
31,Joint Water Purification Plant
31,Jordan Well Step Transformer
30,Jordon Site Electric Cabinets
31,Jordon Site Jordon Well Equipment
23,Jordon Site Variable Drive
31,Jordon Well Structure
23,Joy by Kirsten Kokkin
23,Jr Field Dugouts ea
23,Jr League Ballfield Lights
6,Justrite Outdoor Storage Locker
23,JWPP Blend Vault
31,KA Well Facility with Improvements
31,KALFH Well Vault
31,KA Well Facility
10,Kersey Library rd St Location
23,Key Largo CafeShelter
31,Keystone Gulch Water Tank
10,Kiddy Playground
10,Kids Reading Sculpture
10,Kimmer Plaza All Items Land Improvements
10,Kinetic Sculpture Tract F
10,Kiosk Benches
10,Kiowa County Library
23,Kiowa DTRS Tower Microwave Radio IT Equipment
10,Kistler Park Playground
10,Kistler Park Restrooms
10,Kistler Park Shelter
23,Kiva Bridge
36,Klein WTF Reservoir Zone
6,Klein WTF Vehicle Storage Building
31,Klein WTF Water Treatment Building incl lab carbon filters hp transfer pumps controls
31,Klein WTF Zone Pump Station incl hp pumps controls
23,Klein WTF East Garage
10,Kline Park
23,Knox Court Property
23,Kuenzler Relay Site
31,LB Wells A D wells CMD
31,LB Wells A and D CMD
31,La Salle Road Tank M gallon capacity welded steel tank SI fencing
31,La Salle Road Tank M gallon capacity welded steel tank
8,Lab Offices Headworks Shop Advance Handling
23,Lab Building
8,Lab Mechanical Digester Office
23,LabAdmin Bldg
8,Laboratory Office
23,Laboratory Building
10,Labyrinth East Park
23,Lagoon Aerators
23,Lagoon Diversion Structure
23,Lagoons Includes lagoons with aerators liner and pumps SI fencing
31,Lake Pumphouse
10,Lake Arbor Recreation Center Swimming Pool Outdoor
25,Lake Arbor Recreation Center incl preschool kitchen SI incl fencing signage picnic tables benches paving
31,Lake Durango Booster Pump Bldg
10,Lake Grant Pavillion
10,Lake House
10,Lake House Log Boat House
10,Lake Inlet Structure
10,Lake Outlet Structure
10,Lake Protection Control Structures
31,Lake Pump House
31,Lake Pump Station with Improvements
10,Lake View Dr CR RightofWay
32,Lake Wastewater Lift Station
32,Lake Wastewater Treatment Plant
31,Lake Water Tank
31,Lake Water Treatment Plant
31,Lakeside Booster Pump Incl hp pump controls scada valves piping SI fencing
31,Lakeside Booster Pump Station Tank M gallon capacity welded steel tank
31,Lakeside Booster Pump Station Tank gallon capacity welded steel tank
10,Lakeview Park Baseball Backstops and Curbing
10,Lakeview Park Picnic ShelterPavilion
10,Lakeview Park Play Structure HoopsConcrete Ramp
10,Lakeview Park Signage
10,Lakeview Park Grillstables
32,Lakeview Park Irrigation System
11,Lakeview Park Parking Lot concrete only portolet enclosure
10,Lakeview Park PlantsRockboulders
10,Lakeview ParkBaseball benches
31,Lakota Water Tank M Gallon
31,Landmark Pump Station incl hp hp hp pumps VF drives hypochlorite generator rectifier and controls
36,Landmark Reservoir M capacity
20,Landscape Edger
23,Landscape Lighting
20,Landscape Materials
20,Landscape Materials rock shrubs flowers trees
20,Landscape Materials rocks shrubs and flowers
20,Landscape Materials EvergreenDeciduous Shrubs Ornamental Grass Perennials
8,Landscape Office
20,Landscape Wall
20,Landscape Wall Entry Area
32,LandscapeIrrigation
20,Landscaped Median
20,Landscaped Median on Lincoln Ave
20,Landscaped MedianLincoln Ave
20,Landscaping
39,Landscaping Privacy Fence
23,Landscaping Landscaping Wall
10,Landscaping Monument
32,Landscaping NonIrrigated Native Areas
39,Landscaping Open Space Rail Cedar Fence
20,Landscaping Phase SF
20,Landscaping Retaining Walls On lot retaining walls
20,Landscaping Retaining Walls Per Grading Plan
20,Landscaping Sprinkler Systems
20,Landscaping Trees Flowers and Shrubs
20,Landscaping Plantings and Ground Covers
20,Landscaping Plants throught District
20,Landscaping and Irrigation
20,Landscaping Material
20,Landscaping Materials Rock Shrubs Flowers
20,Landscaping on Medians
20,Landscaping Rock Shrubs Flowers
20,Landscaping Sprinkler Controller RAB
20,Landscaping Sprinkler Controller Hwy
20,Landscaping Irrigation Lines Valve Boxes
20,Landscaping Shrubs Plants Decorative Rock Throughout District
20,Landscaping trees fence stone columns
20,Landscaping Trees Turf with Edger
20,Landscaping Trees NO TURF
20,LandscapingTrees Shrubs
10,Lap Pool Kiddie Pool wFence Pillars
10,LaQuinta Park ShelterPlayground
31,Laramie Fox Hills Well including Pumps Meters Controls
23,Large Boat Dock
23,Large Grain Bin
20,Large Landscaping Rocks Stepping Stones in Medians
10,Large Monument Sign
10,Large Monuments Etal
10,Large Play Structure
10,Large Shelter Deer Creek Pool
10,Large Stone Monument Sign
39,Larkspur Planter x with base in Cobblestone color
23,Lateral Lines and Heads
23,Laundry Building
23,Lazy River
31,Lazy River Pumps
23,Lazy River Shelter by
23,Leased Building Stroup Property House
8,Leased Office
8,Leased Office Building
8,Leased Office Space
10,LED Light in Park Pavilion
10,Lee Gulch Trail
23,Left Abutment
6,Left Hand MM Metal Sales Storage
23,Leg Armchair I II by Carolyn Braaksma
6,Legal Liability through District for vehicles in CCC of District
32,Leit Solar Irrigation Controllers
23,Lensky Underground conduit vault
23,Leta Booster Station
23,Level Elevator Enclosure
31,Lewis Ranch Pump Station
31,Lewis Ranch Water Tank k Gal with Paving
31,LFH and KA Well Facility with Improvements
31,LFH I Well Facility
31,LFH Well
31,LFH Laramie Fox Hills Water Well Incl feet deep well hp pump scada
32,LFH Laramie Fox Hills Water Well Reverse Osmosis Treatment Plant incl feet deep well hp pump
10,Library
10,Library Solar Panels
10,Library Fort Lewis Mesa Elementary
10,Library Sunnyside Elementary
10,Library C
10,Library incl Site Improvements Shed Signage Park Bench and Paving
10,Library incl Site Improvements Signage Fencing Park Benches and Paving
10,Library including Rooftop Solar Paneling
10,Library Lane Union Blvd Lot Vista Gr
10,Library Shed
10,Library with Improvements
10,LibraryOffice
31,Lift Station
31,Lift Station Paradise Rd
31,Lift Station Stillwater
31,Lift Station Underground
31,Lift Station Vista
31,Lift Station Mallard Point
31,Lift Station Mountain Meadows
31,Lift Station Beaver Dam
31,Lift Station Concrete Bldg
31,Lift Station including Improvements
31,Lift Station Small Hut
31,Lift Station PumpBld
31,Lift Station Storage Bld
31,Lift Station building
31,Lift Station Dowd Junction
31,Lift Station Wildridge
31,Lift Station genair compress bldg
31,Lift Station wet well pumpsequip
23,Lift Station Fencing
31,Lift Station VDRwet well pumps generator controls
39,Lift Station ElecPanels Auto Dialer Trash Pump GenFence
31,Lift Station incl hp pumps VF drives wetwell controls
36,Lift Station Water Reservoir Tank includes wetwell vault hp pumps piping and controls
31,Lift Station Pump and Generator Bldg
31,Lift Station Equalization Basin M gallon capacity
31,Lift Station A
30,Lift Station and Electrical Panels
30,Lift Station and Electrical Panels plus Auto Dialer
31,Lift Station at Bills Ranch
31,Lift Station at Water Dance
31,Lift Station Bldg
31,Lift Station Building and controller
31,Lift Station C
31,Lift Station D
31,Lift Station E
31,Lift Station F
31,Lift Station G
30,Lift Station Generator KV Cummins
31,Lift Station H
31,Lift Station Incl Pumps rebuilt one spare pump
31,Lift Station Incl Underground Housing
31,Lift Station including Site Improvements Fencing Standby Generator
31,Lift Station including Site Improvements Fencing Skid Shed Standby Generator
31,Lift Station No
30,Lift Station No Generator Building
31,Lift Station with Improvements
31,Lift StationMain Pump HouseWell
31,Lift StationPump HouseWell
31,Lift StationMSMD Portion KV Cummins generator
31,Lift Stations
23,Light Poles in Median
23,Light Poles SD
23,Light RailStation Bldg Kiosk incl light
23,Lighting each
23,Lighting Signs
23,Lighting controls power supply vault
23,Lighting ground mounted under bench and foundations
23,Lighting and Controls
23,Lighting and Light Poles
23,Lighting Controls Light Rail Connection
10,Lighting Monuments
23,Lighting System Purchased Oct Redone
23,LightingFixtures
23,Lightning Protection Equipment
23,Lightning Selters with Warning Systems sq ft each
23,Lightpoles
23,Lights Poles Schaefer Athletic Complex
23,Lights and Entrance Way
32,Lights and Irrigation
10,Lights and Poles Robert F Clement Park
11,Lights Poles around Parking Garage
23,Like Petals Unfolding by Dennis Smith
10,Lilley Gulch Recreation Center Pool
23,Lily Pad Lane
23,Limestone cap block for walls
23,LINC
31,Lincoln Meadows Lift Station wTelemetry
