Occupancy description,scheme,label
Gateway Structure - Northern Trellis - Large,ATC,23
Gateway Structure - Northern Trellis - Small,ATC,23
Gateway Structure - Southern Trellis - Small,ATC,23
gauging stations network,ATC,23
Gazebo,ATC,23
Gazebo - includes concrete excavatoin and replacement,ATC,23
Gazebo & Playground Set,ATC,10
Gazebo @ Belleview Acres Park,ATC,10
Gazebo @ Eagle Meadows Park,ATC,10
Gazebo @ Recreation Center,ATC,10
Gazebo and Table,ATC,23
Gazebo and Tables,ATC,23
Gazebo at Berry Park,ATC,10
Gazebo at Greehorn Meadows Park,ATC,10
Gazebo at Lake & Lake Park,ATC,10
Gazebo at Prentice & Valdai Park,ATC,10
Gazebo at Yakima Park,ATC,10
gazebo in park,ATC,10
Gazebo Structure,ATC,23
Gazebo w/Picnic Bench,ATC,10
"Gazebo, Playground Equipment, Seating",ATC,10
Gazebo/River Rock Planter/Benches/etc.,ATC,10
Gazebos (2),ATC,23
GC-#8 Gold Pumphouse,ATC,23
GC-10 Bridges - various locations,ATC,23
GC-2 Lightning Shelters,ATC,23
Gelwick Filtration Plant,ATC,39
Gen Set at Water Treatment,ATC,32
Gen Set at WWTP,ATC,32
General Building,ATC,23
Generator,ATC,30
Generator - 1861,ATC,30
Generator - 500kw capacity,ATC,30
Generator - 850kw standby,ATC,30
Generator - attached to Ground,ATC,30
Generator - Rocking Horse Farms,ATC,30
Generator 1100kw,ATC,30
Generator 150kw,ATC,30
Generator 1811,ATC,30
Generator -1899,ATC,30
Generator Back-up & Building Including 1 Fuel Tank,ATC,19
Generator Bldg and Generator,ATC,30
Generator Building,ATC,30
Generator Building - 13 Well,ATC,31
Generator Building - Portable,ATC,30
Generator Building - Willow Creek,ATC,30
Generator Building # 800,ATC,30
Generator Building (L.S. # 256),ATC,30
Generator Building Incl: 900kw interior standby generator,ATC,30
Generator RS20A SBA  & GSBB Model A029U509,ATC,30
Generator RX30 Three Phase Genset,ATC,30
Generator W/ LPG hookup,ATC,30
Generator with enclosure,ATC,30
"GHM No 1A, Tract B  Monument & Associated Lanscaping materials",ATC,10
Glacier Run Conveyor,ATC,23
Glassey Recharge Pond Diversion Structure & SCADA,ATC,31
Glenwood Library,ATC,10
Golden Guardian Park Improvements,ATC,10
"Golf  & Nordic Center, including fencing, lighting,landscaping,trashbuildings, retaining walls, signage, etc",ATC,10
Golf Cart Barn-includes solar panels & clubs stored for others 30x$2000,ATC,10
Golf Course,ATC,10
Golf Course - (3) Porta Pottys with Shelters,ATC,10
"Golf Course - Club House incl: trash receptacles, signage, bicycle racks, and tennis courts.",ATC,10
Golf Course - Combined Contents,ATC,10
Golf Course - Driving Range Net,ATC,10
Golf Course - Irrigation Heads,ATC,10
Golf Course - Maintenance Building,ATC,10
Golf Course - Maintenance Office w/Storage,ATC,10
Golf Course - Metal Storage Shed,ATC,10
Golf Course - Planter Bulkheads,ATC,10
Golf Course - Pump House,ATC,10
Golf Course - Sand (Bunkers),ATC,10
Golf Course - Shack,ATC,10
Golf Course - Tee Signs (18),ATC,10
Golf Course 35 Controllers,ATC,10
Golf Course Bathrooms,ATC,10
Golf Course Bridges,ATC,10
Golf Course Bridges Including Abutments,ATC,10
Golf Course Irrigation,ATC,10
Golf Course Lightning Warning Systems,ATC,10
Golf Course main gazebo,ATC,10
Golf Course Maintenance Building,ATC,10
Golf Course Restroom,ATC,10
Golf Course Retaining Walls,ATC,10
Golf Course Vault/Booster Pump,ATC,10
Golf Course Weather Stations,ATC,10
Golf Course Well,ATC,10
Golf Driving Range Net,ATC,10
Golf Maint. Bldg.,ATC,10
"Golf Maintenance Shop, including fencing, lighting, landscaping, trashbuildings, retaining walls, signage",ATC,10
"Golf Starter Building - Course of Construction, including fencing, lighting, landscaping, trashbuildings, retaining walls, signage",ATC,10
Gondola,ATC,23
Gondola System & Interface Landing,ATC,23
Goodson Recreation Center,ATC,10
Gore Creek RTU 1,ATC,23
Gore Creek RTU 2,ATC,23
Gore Creek Tank 1 (0.5MG) Above ground,ATC,31
Gore Creek Tank 2 (1.0MG) Underground,ATC,31
Gore Valley Drinking Water Facility,ATC,31
Gore Valley Intake Structure Station,ATC,23
GPS Displays mounted to 74 club cars including stationary equipment,ATC,10
Granada Glen Roto Phase Water Feature,ATC,31
Granby Campus Fuel Island,ATC,19
"Granby Campus Office, Fleet Maintenance & Control Room",ATC,8
Granby Campus Pump Station,ATC,23
Grand Lake,ATC,10
Grand Pavilion Shelter/Kitchen/Restrooms,ATC,10
Grand Pavillion shelters (5),ATC,10
Grandstand #2 - Sr. Field,ATC,23
"Grange Lift Station includes: (2) 30hp pumps, wetwell, and controls.",ATC,31
Granite Base,ATC,23
Granite Seat Walls - 102,ATC,23
Granite Sidewalks,ATC,23
"Granite Sidewalks - 21,728 Feet",ATC,23
Granite Steps @ Mall & West Millenium Bridge,ATC,23
Granulated Carbon Water System,ATC,31
"Grasses (1,293)",ATC,23
"Gray Sidewalk 2,933 SF",ATC,23
"Gray Sidewalks - 2,400 SF",ATC,23
"Gray Sidewalks - 2,700 SF",ATC,23
"Gray Sidewalks - 5,270 SF",ATC,23
"Gray Sidewalks - 5,850",ATC,23
"Gray Sidewalks - 8,221 SF",ATC,23
Grease Garage,ATC,23
Great Cut Pump Plant,ATC,39
Greeley Turn Out Vaults,ATC,23
Green Mountain - Transmitter in shed,ATC,6
Green Pump Stn - U/Grd Concrete Vault,ATC,23
Green Skate Shed (for Ice Rink),ATC,10
Greenhouse,ATC,20
Greenhouses,ATC,20
Greenland Lift Station,ATC,31
Greens and Tees  for 18 Hole Course,ATC,23
Greenwood Athletic Club - includes Xerox Copier,ATC,23
Greenwood Generator-Pump Station,ATC,31
Greenwood Tennis Club,ATC,10
"Grey Fox Pump Station, Pumps",ATC,31
Greystone BPS,ATC,23
Greystone Lift Station,ATC,31
Greystone RTU,ATC,23
Greystone Tank (0.10MG),ATC,31
Grill & Concessions Area Equipment,ATC,6
Grill/Taco Wally's 39 picnic tables/umb,ATC,10
Grill/Taco/Info (concession building),ATC,6
Ground based LED Accent lights on median with 18 transformers,ATC,23
Ground Roof Prop,ATC,23
Ground Treatment Plant,ATC,32
"Ground Water Treatment Plant incl. filter, chlorine contact chamber, controls, valves & piping.  SI: fencing.",ATC,31
Groundwater Treatment Facility #2,ATC,31
Group Sales Building,ATC,23
Group/Concession Tent,ATC,6
Grover Modular,ATC,23
Grundel Entrance Monument,ATC,10
GTP - Expansion,ATC,23
Guard House,ATC,23
Guard Rail,ATC,23
Guard Shack including boiler and snow melt,ATC,23
Guard Station with entry gates,ATC,23
Guardrail,ATC,23
"Guardrail, Posts and retaining walls",ATC,23
Guest Service Kiosks 2,ATC,23
Gun Club at Stanley Park,ATC,10
Gunnison Main Branch,ATC,23
Guthrie Booster Station,ATC,23
"Guthrie Well Site #1 (2 Wells) incl pumps, motor & Equip",ATC,31
"Guthrie Well Site #2 (3 Wells) incl pumps, motor & Equip",ATC,31
"Guthrie Well Site #3 (1 Well )incl pumps, motor & Equip",ATC,31
GVI Gate House,ATC,23
"Gym including Site Improvements (Fencing, Playground Equipment, Dumpster Enclosure, Lighting & Paving)",ATC,10
Gym/Basketball/Weight,ATC,10
Gymnastic Center,ATC,10
"Gymnastics Facility, including fencing, lighting, landscaping, trashbuildings, retaining walls, signage",ATC,10
Gypsum Public Library,ATC,10
Gypsum Recreation Center,ATC,10
Habitat House-Evergreen,ATC,23
Half Basketball Court,ATC,10
Halfway House #9/Gold,ATC,23
HAM BLDG,ATC,23
Hamlet Park,ATC,10
Hand Rail,ATC,23
Hand Railing--124 Linear Ft. -at Gateway Park,ATC,10
Handball Court/Storage Shed,ATC,6
Handicap Ramps / Truncated Domes (2),ATC,23
Handicap Ramps / Truncated Domes (3),ATC,23
Handicap Ramps / Truncated Domes (4),ATC,23
Handicapped Fishing Pier - Lake Estes Trail,ATC,20
Hanging Lights,ATC,23
Harbor Court/Whitney Bay Lake Equipment,ATC,10
Hard Trail 6.5 miles of cement trail,ATC,23
Hardscape/Concrete/Vitrituf,ATC,23
Hardy Building,ATC,23
Haren Rechg Ponds Gates & SCADA,ATC,23
Harlow Park Kiddie Pool,ATC,10
Harlow Park Pool,ATC,10
Harlow Pool - Main Building,ATC,10
Harlow Pool - Waterslide,ATC,10
Harmony Library - Branch,ATC,10
"Harmony Park, Playground, baseball field, basketball court, multipurpose field",ATC,10
Harmony Surgery Center,ATC,23
Harrison Park Picnic Pavilion,ATC,10
Harrison Park Storage Shed,ATC,6
Harrison Trail Bridge,ATC,23
"Hatcher Water Tank 500,000 Gal.",ATC,31
Hatzis Hall,ATC,23
Hay Barn,ATC,23
Hazardous Mat. Storage,ATC,6
"Hazeltine Heights Lift Station Counter (incl: (2) 25hp pumps, wetwell & controls)",ATC,31
HazMat Prop,ATC,23
Headquarters,ATC,8
Headquarters / Ambulance,ATC,24
Headquarters/Admin Building,ATC,8
Headworks,ATC,23
Headworks Building,ATC,23
Headworks Building #2,ATC,23
Headworks Structure,ATC,23
Headworks/Water Treatment Plant,ATC,31
Healthcare Center,ATC,9
"Heirloom at Filing 2, Tract A - Fountain",ATC,23
"Heirloom at GHM - Tract A, No 2 Fountain and Landscaping product",ATC,20
Heirloom Park Playground,ATC,10
"Heirloon @GHM #7, Wall and Associated landscaping materials",ATC,20
Heritage Hills,ATC,23
Heritage Park,ATC,10
Heritage Village Park - Playground,ATC,10
"Heron Lakes Parkway - Pumphouse (Includes (3) 75 hp pumps, (2) 1hp pumps, (2) filters, (2) 1,000 gallon chemical tanks, and controls). Site Improvements include: Paving.",ATC,31
Hess #1 Well House with Telemetry,ATC,31
Hess #2 Well House w/Telemetry -,ATC,31
Hess Banner Hardware (26),ATC,23
Hess Banner Parking Signs (3),ATC,11
Hess Double Head Ped Light (5),ATC,23
Hess Double Head Ped Lights with custom plug receptacle (6),ATC,23
Hess Single Head Ped Light (4),ATC,23
Hess Single Head Ped Light (6),ATC,23
Hess Single Head Ped Light (8),ATC,23
Hess Single Head Ped Light pole with custom plug receptacle (3),ATC,23
Hess Tank - Tank Controls w/Telemetry,ATC,31
Heyl Clinic,ATC,9
Hidden Lake Sports Complex,ATC,10
Hidden River Booster Station:  Booster Station,ATC,23
"Hidden RiverWell Facility w/Telemetry, well head",ATC,31
High Hopes,ATC,23
High Line Canal Trail,ATC,10
High Plains Park,ATC,10
High Point Lift Station,ATC,31
Highland Meadows RTU,ATC,23
Highland Meadows Tank (0.5MG) Underground,ATC,31
"Highlands Booster Station incl. (3) 15hp pumps, controls & piping.  SI: fencing and paving.",ATC,31
Highlands Lift Station,ATC,31
Highlands Ranch Library,ATC,10
"Highlands Ranch SecureCare Storage 3051, 3052, 1091",ATC,6
Highridge Park - Concrete Work,ATC,10
"Highridge Park - Playground Equipment (Barn Structure, Climbers)",ATC,10
Highridge Park - Playground Equipment (Swing Set),ATC,10
"Highridge Park - Playground Equipment (Truck Structure, Seesaw, DigiRider)",ATC,10
Highridge Park - Shelter Electrical and Park Electrical,ATC,30
Highridge Park - Shelter plus installation,ATC,10
"Highridge Park - Tabels (3), Benches/Trash Receptacles/Dog Waste Station",ATC,39
Highway 160 Pump Station,ATC,31
Highway 330 Vault 2,ATC,23
"Hilltop Sign Monument, Median, and Landscape",ATC,10
Hilltop Tower - Microwave & IT equipment,ATC,23
Himalaya Vault,ATC,23
Historic House - Shelter,ATC,23
Historic House @ Fly'N B Park,ATC,10
Historic House Restroom,ATC,10
Hockey Rink - East Park,ATC,10
Hockey Rink / Tennis Court,ATC,10
Hogback Pump Station w/ Fence and Gate,ATC,31
Holding Tank - Control Building,ATC,31
Holding Tank including Site Improvements (Fending & Gates),ATC,23
Hole 11 - snack shack,ATC,23
Holiday Lights,ATC,23
Holly Park - Main Building,ATC,10
Holly Park - Pump Room,ATC,31
Holly Park (Blanket),ATC,10
Holly Park Kiddie Pool,ATC,10
Holly Park Pool,ATC,10
Holly Tennis Tennis Building,ATC,10
Holophane Poles (x3) - West Oak Alley,ATC,23
Holophane Poles (x4) - Tenney Court North,ATC,23
Holton Farms Pivot,ATC,23
"Holton Reservoir Water Storage Facility to include Barge, Floating Pumps, and Controllers",ATC,31
Homart Transit Bus Point,ATC,23
"Hops Garden (Metal Shade w/ Lights, Bird Houses, Fence, Metal Sign, Firepit, Benches)",ATC,10
Horiba Hematology  Machine,ATC,23
"Horizontal Infrastructure (Phase 1) - Concrete (private alleys/sidewalks), stormwater detention facilities, sanitary sewer, water, storm sewer)",ATC,32
"Horizontal Infrastructure (Phase 2) - Concrete (private alleys/sidewalks), stormwater detention facilities, sanitary sewer, water, storm sewer)",ATC,32
"Horse Ranch Lift Station incl: 60kw interior standby generator, wetwell, (2) pumps, & controls.",ATC,31
"Horse Ranch Water Tank 500,000 gallon capacity; concrete in-ground tank",ATC,31
Horse Stables,ATC,23
Horse Tooth Sleeve Vault,ATC,23
Horseshoe Park - Playground and Disc Golf Course,ATC,10
Horsetooth Auxiliary Building,ATC,23
Horsetooth Pipe Line / Yard Pipe Line,ATC,23
Horsetooth Shop,ATC,6
Horsetooth Valve House,ATC,23
"Hospital/Clinic/Ambulance Garage/Pharmacy/Exam Rooms/Kitchen w/Hood & Walk-In Cooler/600kw Generator & Office. Including Site Improvements (Flagpole, lighting, fencing, benches, picnic tables, signage, fuel tanks & paving)",ATC,9
Hot Tub,ATC,10
House,ATC,23
House-Medano,ATC,23
HUB Recreation Center & Pools with Outdoor Trellis,ATC,10
Hudson - Barn,ATC,23
Hudson - Bloom Room Storage,ATC,6
Hudson - Concert Green Room & Storage,ATC,6
Hudson - Garden Canopy,ATC,23
Hudson - Mainteance Bldg,ATC,23
Hudson - The Inn,ATC,23
Hudson - The Inn Shop / Storage,ATC,6
Hudson - Welcome Garden Pavilion,ATC,23
Hudson - Welcome Garden Restrms/Dressing Rom,ATC,23
Hudson Garden - Admin Office,ATC,8
Hudson Garden - Gift Shop/Welcome Center,ATC,6
Hudson Garden - Trail Snack Bar & DD Storage,ATC,6
Hudson Garden Canopy Restrms/dressing Rms,ATC,23
Hunter 1600,ATC,1
Hunter 2400,ATC,1
Hunter 4800,ATC,1
Hunter 800,ATC,1
Hunter Irrigation Controller 26 zones,ATC,32
Hunter Ridge Pump Station,ATC,31
Hunters Hill Park Shelter,ATC,10
Hunters Hills Park,ATC,10
"Hunting Hill Lift Station (building above with electrical equipment, pumps within wet wells underground))",ATC,31
"Huron Library including Site Improvements (Bicycle Rack, Bollards, Lighting, Railings, Dumpster Enclosure & Paving)",ATC,10
"Hyde/Elk Run Tank 30,000 Gallons",ATC,31
Hydrel Lights on a Halophane system pole-8 total,ATC,23
Hydrel lights on custom pole-4 total,ATC,23
"Hydro Electric Generator Building -  incl. pumps, controls, valves and piping",ATC,31
Hydro Facility,ATC,31
Hydro Generators,ATC,31
"Hydro Power House incl. (1) 7500 kw & (1) 860 kw turbine generators, controls, remote monitoring system, battery packs and pipe gallery (incl underground)",ATC,31
"Hydroelectric Plant ($5,000 deductible)",ATC,31
Hydroplant & Equipment - Granby Dam,ATC,31
Hypochlorite Building,ATC,31
I Stat Chemistry Machine,ATC,15
I Too Know the Eagle by Rik Sargent,ATC,23
I-25 & 34 Interchange Project -  Aesthetics/Lanterns/Sign,ATC,23
"I-76 Lift Station (incl. fiberglass enclosure, (2) 7.5hp pumps, wetwell & controls)",ATC,31
Ice Arena,ATC,10
Ice Centre,ATC,10
"Ice Rink and Concessions incl Site Improvements (flagpoles, fencing, lighting, playground equipment, scoreboard & paving)",ATC,10
Ice Rink Equipment Rooms,ATC,10
Ice Rink Flooring & Associated Brine Refrigerant System,ATC,10
Ice Rink Railing,ATC,10
Ice Rink- Skate Shop,ATC,10
ID Sign,ATC,23
Ida Park - Playground,ATC,10
IFAS Splitter Box (incl: (2) gate valves),ATC,23
Illinois Augmentation Station,ATC,23
ILS Building,ATC,23
ILS/505/MBR Controller,ATC,10
Imperial Park - Kiddie Playground,ATC,10
Imperial Park - Swing Sets,ATC,10
Imperial Park Irrigation,ATC,10
Imperial Park Miscellaneous Amenities,ATC,10
Improvements to Bridge #1,ATC,23
Improvements to Bridge #2,ATC,23
Improvements to Bridge #3,ATC,23
Improvements to UPRR Underpass,ATC,23
In Flow Cover/Spriac,ATC,23
In Line Hockey Court,ATC,23
In Line Rink Skate Park - Stanley Park,ATC,10
Increase Valuable Papers Limit,ATC,23
Increased Business Income Limit - All Locations,ATC,8
Increased Business Income/Extra Expense Coverage,ATC,8
Increased Sublimit for Business Income/Extra Expense,ATC,8
Independence Pump Station & Generator,ATC,31
"Indian Tree Golf Course - clubhouse, pro shop, restaurant, event rooms & offices.  SI incl: fencing, signage, benches & paving.",ATC,10
Indian Tree Golf Course - Comfort Station (Large Restroom),ATC,10
Indian Tree Golf Course - Control Stations,ATC,10
"Indian Tree Golf Course - Maintenance Shop incl: offices, shop & storage.",ATC,10
Indian Tree Golf Course - Par 3 Bldg (incl: restrooms & maintenance area),ATC,10
Indian Tree Golf Course - Shelter House,ATC,10
Indiana Pu,ATC,23
Indoor Waterslide,ATC,10
Infilt Gallery,ATC,23
Influent Building,ATC,23
"Influent Flow Vault incl. 182 kw hydro generator, (2) 3hp pumpts, flowmeters, piping and controls.",ATC,31
Information Bulletin Board,ATC,23
Inground Pool incl Baby Pool,ATC,10
Inline BPS,ATC,23
In-Plant Lift Station,ATC,31
Inside COL Lift Station,ATC,31
Inside Pool Storage,ATC,10
"Inspiration Metal Monument, Rock Wall, 2 Pagodas",ATC,10
Intake Building,ATC,23
Interceptor Line - 10.5 Miles,ATC,23
Interconnect Pipeline including pressure reducing valve vaults,ATC,23
Interconnect PRV Vault,ATC,23
Interconnect Pump Station,ATC,31
"Interconnect Pump Station includes: 300kw standby generator, (4) 50hp pumps, vault, controls, and piping.  SI: fencing.",ATC,31
Intermountain Tank - RTU,ATC,31
Intermountain Tank (1.5MG),ATC,31
Inventory Shed,ATC,6
Iowa Hill Water Reclamation Facility,ATC,31
Iron Fence,ATC,39
Iron Fencing,ATC,23
"Iron Fencing - 3,600 LF",ATC,23
Iron Gate Wing & Operators (4),ATC,23
Iron Pool Fence,ATC,10
Iron Rod Fencing Around Pool,ATC,10
Iron Smith Park - Picnic Tables (2),ATC,10
Iron Smith Park - Trash Cans (2),ATC,10
Iron Smith Park 2 - Trash Cans (2),ATC,10
"Iron, Rail, Privacy Fences & Stone Walls",ATC,39
Ironbridge Lift Station No. 1,ATC,31
Ironbridge Lift Station No. 2,ATC,31
Irriagation Controller (1),ATC,20
Irrigation - Backflow Preventers 21 various sizes,ATC,32
Irrigation - Pocket Park,ATC,32
"Irrigation  System, Pumps, and Control Clocks",ATC,32
Irrigation (Drip),ATC,32
Irrigation (Temporary),ATC,32
Irrigation (Turf Areas),ATC,32
Irrigation Backflow Valve (1),ATC,32
Irrigation Clock,ATC,32
Irrigation Clock & Backflow Preventer,ATC,32
Irrigation Clock & Backflow Preventor,ATC,32
Irrigation Clock (1),ATC,32
Irrigation Clock 2,ATC,32
Irrigation Clock 3,ATC,32
Irrigation Clock and Backflow Preventer,ATC,32
Irrigation Clocks 1,ATC,32
Irrigation Control,ATC,32
Irrigation Control at 9 Hole Golf,ATC,10
Irrigation Controller,ATC,32
Irrigation Controller (1),ATC,32
Irrigation Controller (6) @ Kipling Villas,ATC,32
Irrigation Controller @ 6th Ave Park/Pool,ATC,10
Irrigation Controller @ Belleview Acres,ATC,32
Irrigation Controller @ Blue Heron Park,ATC,32
Irrigation Controller @ Christensen Meadows Park,ATC,32
Irrigation Controller @ Columbine Hills,ATC,32
Irrigation Controller @ Columbine Park and Pool,ATC,10
Irrigation Controller @ Coronado Park,ATC,32
Irrigation Controller @ Dakota Station Park,ATC,32
Irrigation Controller @ Eagle Meadows Park,ATC,32
Irrigation Controller @ Estates Park,ATC,32
Irrigation Controller @ Governor Grant Park,ATC,32
Irrigation Controller @ Lakehurst Park,ATC,32
Irrigation Controller @ Lilley Gulch Rec Center,ATC,32
Irrigation Controller @ Lilley Pad Park,ATC,32
Irrigation Controller @ Mossbrucker Park,ATC,32
Irrigation Controller @ Powderhorn Park,ATC,32
Irrigation Controller @ Sunrise Creek Park,ATC,32
Irrigation Controller @ Trappers Glen Park,ATC,32
Irrigation Controller @ Valley View Park,ATC,32
Irrigation Controller @ Weaver Hollow,ATC,32
Irrigation Controller @ West Laurel Park,ATC,32
Irrigation Controller @ Westbury Park,ATC,32
Irrigation Controller @ Westfield Park,ATC,32
Irrigation Controller @ Willow Creek Park,ATC,32
Irrigation Controller @ Woodmar Square Park,ATC,32
Irrigation Controller Rain Bird IQ,ATC,32
Irrigation controller unit and back flow preventors,ATC,32
Irrigation Controllers,ATC,32
Irrigation Controllers & Systems,ATC,32
Irrigation Controllers (2),ATC,32
Irrigation Controllers (24),ATC,32
Irrigation Controllers (3),ATC,32
Irrigation Controllers (5),ATC,32
Irrigation Controls,ATC,32
Irrigation Controls - 28 Units,ATC,32
Irrigation drainage ditch fencing,ATC,36
Irrigation Equip & Chemical Storage-Pump,ATC,32
Irrigation Headgates,ATC,32
Irrigation Lines,ATC,32
Irrigation Lines - through sub-division,ATC,32
"Irrigation Lines with backflows, meters etc  throught out  the District",ATC,32
Irrigation Pump,ATC,32
Irrigation Pump  1.15 Cosde J Des B Class F,ATC,32
